-0.19641,58275672.00000
-0.19535,56307776.00000
-0.19428,54367348.00000
-0.19322,54027976.00000
-0.19216,53983580.00000
-0.19110,54108872.00000
-0.19005,54325644.00000
-0.18899,54584728.00000
-0.18793,54860104.00000
-0.18688,55143216.00000
-0.18582,55429364.00000
-0.18476,55720440.00000
-0.18371,56014468.00000
-0.18266,56312928.00000
-0.18160,56613380.00000
-0.18055,56915632.00000
-0.17950,57214700.00000
-0.17845,57511048.00000
-0.17740,57805476.00000
-0.17635,58096608.00000
-0.17530,58386672.00000
-0.17425,58674864.00000
-0.17320,58960960.00000
-0.17216,59244872.00000
-0.17111,59527252.00000
-0.17007,59806800.00000
-0.16902,60084384.00000
-0.16798,60359760.00000
-0.16694,60630892.00000
-0.16590,60896832.00000
-0.16485,61157992.00000
-0.16381,61413048.00000
-0.16278,61663988.00000
-0.16174,61910904.00000
-0.16070,62154300.00000
-0.15966,62393936.00000
-0.15863,62631512.00000
-0.15760,62865712.00000
-0.15656,63098076.00000
-0.15553,63329836.00000
-0.15450,63559936.00000
-0.15347,63789112.00000
-0.15244,64017984.00000
-0.15141,64246384.00000
-0.15038,64474312.00000
-0.14936,64703344.00000
-0.14833,64932912.00000
-0.14731,65163472.00000
-0.14628,65395860.00000
-0.14526,65629664.00000
-0.14424,65864632.00000
-0.14322,66101748.00000
-0.14220,66340328.00000
-0.14118,66582072.00000
-0.14016,66830300.00000
-0.13915,67086768.00000
-0.13813,67348680.00000
-0.13712,67610304.00000
-0.13611,67872272.00000
-0.13510,68134768.00000
-0.13409,68401584.00000
-0.13308,68675584.00000
-0.13207,68955608.00000
-0.13107,69243104.00000
-0.13006,69533488.00000
-0.12906,69825128.00000
-0.12805,70117432.00000
-0.12705,70418928.00000
-0.12605,70730336.00000
-0.12505,71063888.00000
-0.12406,71420816.00000
-0.12306,71803072.00000
-0.12206,72188832.00000
-0.12107,72581472.00000
-0.12008,72961120.00000
-0.11909,73341864.00000
-0.11809,73709304.00000
-0.11710,74083120.00000
-0.11611,74449008.00000
-0.11512,74823920.00000
-0.11413,75186288.00000
-0.11314,75550464.00000
-0.11215,75888888.00000
-0.11117,76217632.00000
-0.11018,76535040.00000
-0.10919,76853192.00000
-0.10820,77164440.00000
-0.10721,77476112.00000
-0.10622,77782184.00000
-0.10523,78091352.00000
-0.10423,78399440.00000
-0.10324,78709008.00000
-0.10225,79019184.00000
-0.10126,79332368.00000
-0.10027,79644448.00000
-0.09928,79960368.00000
-0.09829,80275168.00000
-0.09730,80596952.00000
-0.09631,80917952.00000
-0.09532,81249096.00000
-0.09433,81580192.00000
-0.09334,81916040.00000
-0.09235,82253480.00000
-0.09136,82596864.00000
-0.09037,82938960.00000
-0.08938,83284608.00000
-0.08839,83628960.00000
-0.08740,83977072.00000
-0.08641,84324912.00000
-0.08542,84677712.00000
-0.08443,85030736.00000
-0.08344,85386752.00000
-0.08245,85738616.00000
-0.08146,86089248.00000
-0.08047,86430488.00000
-0.07948,86780112.00000
-0.07849,87121312.00000
-0.07750,87471128.00000
-0.07651,87825392.00000
-0.07552,88187744.00000
-0.07452,88550992.00000
-0.07353,88922304.00000
-0.07254,89298240.00000
-0.07155,89678912.00000
-0.07056,90064976.00000
-0.06957,90459320.00000
-0.06858,90856360.00000
-0.06759,91269000.00000
-0.06660,91688304.00000
-0.06561,92128784.00000
-0.06462,92580416.00000
-0.06363,93063616.00000
-0.06264,93573680.00000
-0.06165,94143928.00000
-0.06067,94712976.00000
-0.05968,95288176.00000
-0.05869,95844464.00000
-0.05770,96399088.00000
-0.05671,96915904.00000
-0.05572,97420968.00000
-0.05472,97905480.00000
-0.05372,98356416.00000
-0.05273,98776336.00000
-0.05172,99158840.00000
-0.05072,99500432.00000
-0.04971,99788672.00000
-0.04870,100056112.00000
-0.04769,100291680.00000
-0.04668,100513456.00000
-0.04566,100720120.00000
-0.04464,100943600.00000
-0.04361,101130944.00000
-0.04259,101327056.00000
-0.04156,101488272.00000
-0.04053,101655760.00000
-0.03950,101783552.00000
-0.03846,101927528.00000
-0.03742,102026448.00000
-0.03638,102143768.00000
-0.03534,102226016.00000
-0.03430,102322656.00000
-0.03325,102376272.00000
-0.03221,102449648.00000
-0.03116,102479040.00000
-0.03011,102528656.00000
-0.02906,102570592.00000
-0.02800,102570352.00000
-0.02695,102590736.00000
-0.02589,102569536.00000
-0.02483,102577424.00000
-0.02377,102529368.00000
-0.02271,102526704.00000
-0.02165,102450736.00000
-0.02058,102415504.00000
-0.01952,102309744.00000
-0.01845,102251888.00000
-0.01738,102149736.00000
-0.01631,102115264.00000
-0.01525,101994824.00000
-0.01418,101907104.00000
-0.01310,101805560.00000
-0.01203,101635088.00000
-0.01096,101504288.00000
-0.00989,101303760.00000
-0.00881,101149440.00000
-0.00774,100896384.00000
-0.00667,100690208.00000
-0.00559,100385520.00000
-0.00452,100162624.00000
-0.00344,99905936.00000
-0.00237,99794992.00000
-0.00129,99801152.00000
-0.00021,99462624.00000
0.00086,98601080.00000
0.00194,97620016.00000
0.00301,96729848.00000
0.00409,95695792.00000
0.00516,94560928.00000
0.00623,93371104.00000
0.00730,92142144.00000
0.00837,90953312.00000
0.00943,89670024.00000
0.01050,88333952.00000
0.01156,86968112.00000
0.01261,85639848.00000
0.01367,84230960.00000
0.01472,82788752.00000
0.01576,81327376.00000
0.01680,79852592.00000
0.01784,78441712.00000
0.01887,77000768.00000
0.01990,75526752.00000
0.02092,74014616.00000
0.02194,72564576.00000
0.02295,71097424.00000
0.02395,69568048.00000
0.02495,67951344.00000
0.02594,66348968.00000
0.02692,64924144.00000
0.02789,63574296.00000
0.02886,62303024.00000
0.02983,61170152.00000
0.03079,60139968.00000
0.03174,59252576.00000
0.03270,58559360.00000
0.03365,58162480.00000
0.03460,57882128.00000
0.03555,57631872.00000
0.03650,57377396.00000
0.03745,57123472.00000
0.03840,56857852.00000
0.03935,56579912.00000
0.04030,56287540.00000
0.04125,55975008.00000
0.04219,55648284.00000
0.04314,55304328.00000
0.04408,54957120.00000
0.04503,54623452.00000
0.04597,54298188.00000
0.04691,53985256.00000
0.04785,53678128.00000
0.04879,53381448.00000
0.04973,53095200.00000
0.05067,52816168.00000
0.05161,52546892.00000
0.05255,52285416.00000
0.05348,52023968.00000
0.05442,51765784.00000
0.05535,51506776.00000
0.05629,51249736.00000
0.05722,50994304.00000
0.05816,50737940.00000
0.05909,50484812.00000
0.06002,50230864.00000
0.06096,49979964.00000
0.06189,49727832.00000
0.06282,49479656.00000
0.06375,49232648.00000
0.06468,48984960.00000
0.06561,48743448.00000
0.06654,48503116.00000
0.06747,48262792.00000
0.06839,48026020.00000
0.06932,47793992.00000
0.07025,47559720.00000
0.07118,47329144.00000
0.07210,47103224.00000
0.07303,46876808.00000
0.07395,46655104.00000
0.07488,46435236.00000
0.07580,46215680.00000
0.07673,45998760.00000
0.07765,45781872.00000
0.07858,45568224.00000
0.07950,45355896.00000
0.08042,45145860.00000
0.08134,44936052.00000
0.08227,44728484.00000
0.08319,44525792.00000
0.08411,44320768.00000
0.08503,44116688.00000
0.08595,43916852.00000
0.08687,43719068.00000
0.08779,43523712.00000
0.08871,43328528.00000
0.08963,43134116.00000
0.09055,42944136.00000
0.09147,42755836.00000
0.09239,42569048.00000
0.09331,42381512.00000
0.09423,42194904.00000
0.09514,42015248.00000
0.09606,41838280.00000
0.09698,41664056.00000
0.09790,41484968.00000
0.09881,41290984.00000
0.09973,41087396.00000
0.10065,40893040.00000
0.10156,40713480.00000
0.10248,40538576.00000
0.10340,40365536.00000
0.10431,40194312.00000
0.10523,40023596.00000
0.10614,39854856.00000
0.10706,39686136.00000
0.10798,39518512.00000
0.10889,39352204.00000
0.10981,39187896.00000
0.11072,39024544.00000
0.11164,38862544.00000
0.11255,38701988.00000
0.11346,38541792.00000
0.11438,38384224.00000
0.11529,38228340.00000
0.11621,38072944.00000
0.11712,37918240.00000
0.11804,37764932.00000
0.11895,37612424.00000
0.11986,37462096.00000
0.12078,37312324.00000
0.12169,37164004.00000
0.12260,37016656.00000
0.12352,36870192.00000
0.12443,36725088.00000
0.12534,36581216.00000
0.12626,36438216.00000
0.12717,36295872.00000
0.12808,36155608.00000
0.12900,36014836.00000
0.12991,35876760.00000
0.13082,35740400.00000
0.13174,35603896.00000
0.13265,35469832.00000
0.13356,35336500.00000
0.13448,35205272.00000
0.13539,35074264.00000
0.13630,34945208.00000
0.13722,34817312.00000
0.13813,34688856.00000
0.13904,34562768.00000
0.13995,34436316.00000
0.14087,34310272.00000
0.14178,34183408.00000
0.14269,34057864.00000
0.14361,33932304.00000
0.14452,33806776.00000
0.14543,33681920.00000
0.14635,33557984.00000
0.14726,33434748.00000
0.14817,33312420.00000
0.14909,33191798.00000
0.15000,33071180.00000
0.15092,32952348.00000
0.15183,32834062.00000
0.15274,32715924.00000
0.15366,32598676.00000
0.15457,32482708.00000
0.15548,32368030.00000
0.15640,32252968.00000
0.15731,32138728.00000
0.15823,32024912.00000
0.15914,31911292.00000
0.16005,31800388.00000
0.16097,31690080.00000
0.16188,31579512.00000
0.16280,31469882.00000
0.16371,31361484.00000
0.16463,31253140.00000
0.16554,31145428.00000
0.16646,31039440.00000
0.16737,30932994.00000
0.16829,30828384.00000
0.16920,30724500.00000
0.17012,30620428.00000
0.17103,30516468.00000
0.17195,30412980.00000
0.17286,30310500.00000
0.17378,30207312.00000
0.17469,30105652.00000
0.17561,30004336.00000
0.17652,29902042.00000
0.17744,29801744.00000
0.17836,29701610.00000
0.17927,29601928.00000
0.18019,29503136.00000
0.18111,29405438.00000
0.18202,29307660.00000
0.18294,29210044.00000
0.18385,29113672.00000
0.18477,29016940.00000
0.18569,28921056.00000
0.18660,28826032.00000
0.18752,28731740.00000
0.18844,28638268.00000
0.18936,28546420.00000
0.19027,28456844.00000
0.19119,28366558.00000
0.19211,28274382.00000
0.19302,28177118.00000
0.19394,28074544.00000
0.19486,27972188.00000
0.19578,27872772.00000
0.19669,27776126.00000
0.19761,27681254.00000
0.19853,27588204.00000
0.19945,27495442.00000
0.20037,27402474.00000
0.20128,27310618.00000
0.20220,27218492.00000
0.20312,27126652.00000
